params,mean_test_score,rank_test_score
"{'alpha': np.float64(0.8513293339404054), 'colsample_bytree': np.float64(0.8833958789971189), 'learning_rate': np.float64(0.008372656105702363), 'max_depth': 5, 'min_child_samples': 146, 'n_estimators': 1161, 'num_leaves': 113, 'objective': 'huber', 'reg_alpha': np.float64(0.8035181084349343), 'reg_lambda': np.float64(0.12203049432184865), 'subsample': np.float64(0.6500501028566987), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.7803772918086702)}",-1.8303497213663893,286
"{'alpha': np.float64(0.7853468141193491), 'colsample_bytree': np.float64(0.6283728864535093), 'learning_rate': np.float64(0.010713739479654264), 'max_depth': 5, 'min_child_samples': 80, 'n_estimators': 829, 'num_leaves': 15, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.907380164712847), 'reg_lambda': np.float64(0.23885666040192766), 'subsample': np.float64(0.7878567098722836), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.4603722413262548)}",-1.831672129816868,287
"{'alpha': np.float64(0.8790413158841817), 'colsample_bytree': np.float64(0.6206541911498051), 'learning_rate': np.float64(0.005280852287605395), 'max_depth': 9, 'min_child_samples': 55, 'n_estimators': 969, 'num_leaves': 15, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.57599841780566), 'reg_lambda': np.float64(0.9173956130855316), 'subsample': np.float64(0.6021200025590422), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.880053730356114)}",-1.847381914914772,288
"{'alpha': np.float64(0.8982492604354765), 'colsample_bytree': np.float64(0.8121060530539601), 'learning_rate': np.float64(0.01873984851110125), 'max_depth': 11, 'min_child_samples': 127, 'n_estimators': 88, 'num_leaves': 24, 'objective': 'regression', 'reg_alpha': np.float64(0.5384014903807876), 'reg_lambda': np.float64(0.6616551750805415), 'subsample': np.float64(0.89514230676261), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.5161344879029857)}",-1.8501570718900928,289
"{'alpha': np.float64(0.6184006564598793), 'colsample_bytree': np.float64(0.7440545629886076), 'learning_rate': np.float64(0.0065012347308721135), 'max_depth': 13, 'min_child_samples': 94, 'n_estimators': 884, 'num_leaves': 64, 'objective': 'huber', 'reg_alpha': np.float64(0.7862759567570945), 'reg_lambda': np.float64(0.5745873823177666), 'subsample': np.float64(0.8266301448685675), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.4128342104465397)}",-1.8643308344441425,290
"{'alpha': np.float64(0.7717079538272245), 'colsample_bytree': np.float64(0.8746359653970427), 'learning_rate': np.float64(0.00704566282027279), 'max_depth': 5, 'min_child_samples': 146, 'n_estimators': 469, 'num_leaves': 91, 'objective': 'poisson', 'reg_alpha': np.float64(0.12102500048519305), 'reg_lambda': np.float64(0.4189477901874754), 'subsample': np.float64(0.9004712191233673), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.1568061316266045)}",-1.873050193784848,291
"{'alpha': np.float64(0.509302116001357), 'colsample_bytree': np.float64(0.7076078587193242), 'learning_rate': np.float64(0.023571016831948493), 'max_depth': 5, 'min_child_samples': 158, 'n_estimators': 59, 'num_leaves': 26, 'objective': 'tweedie', 'reg_alpha': np.float64(0.9492086268705122), 'reg_lambda': np.float64(0.6321594991864574), 'subsample': np.float64(0.6519765489071765), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.5480733579547166)}",-1.94024594918774,292
"{'alpha': np.float64(0.5915464138112411), 'colsample_bytree': np.float64(0.6509545664001357), 'learning_rate': np.float64(0.011760492012796742), 'max_depth': 11, 'min_child_samples': 176, 'n_estimators': 388, 'num_leaves': 24, 'objective': 'huber', 'reg_alpha': np.float64(0.013367683259395635), 'reg_lambda': np.float64(0.4097392364429391), 'subsample': np.float64(0.8591096931801367), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.1124066645012738)}",-1.9861857153850568,293
"{'alpha': np.float64(0.6983432361222026), 'colsample_bytree': np.float64(0.7603052243501304), 'learning_rate': np.float64(0.026734918354532775), 'max_depth': 8, 'min_child_samples': 148, 'n_estimators': 104, 'num_leaves': 112, 'objective': 'huber', 'reg_alpha': np.float64(0.37330931627975295), 'reg_lambda': np.float64(0.27074467314355377), 'subsample': np.float64(0.8575998172956063), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.4269873368784771)}",-2.0418469992628774,294
"{'alpha': np.float64(0.7428002992229773), 'colsample_bytree': np.float64(0.8911788706922972), 'learning_rate': np.float64(0.006908885813283191), 'max_depth': 9, 'min_child_samples': 199, 'n_estimators': 332, 'num_leaves': 59, 'objective': 'huber', 'reg_alpha': np.float64(0.15067610770987738), 'reg_lambda': np.float64(0.3423836360335465), 'subsample': np.float64(0.7653665797181046), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.7065480088612301)}",-2.066034184737384,295
"{'alpha': np.float64(0.6104070993565944), 'colsample_bytree': np.float64(0.7557182456167906), 'learning_rate': np.float64(0.011873239150361222), 'max_depth': 8, 'min_child_samples': 132, 'n_estimators': 236, 'num_leaves': 48, 'objective': 'huber', 'reg_alpha': np.float64(0.9493067970577657), 'reg_lambda': np.float64(0.3966493730520543), 'subsample': np.float64(0.9816347746158532), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.2080010219369657)}",-2.072108884795763,296
"{'alpha': np.float64(0.8847635907289708), 'colsample_bytree': np.float64(0.682830323684342), 'learning_rate': np.float64(0.006187982371329506), 'max_depth': 8, 'min_child_samples': 141, 'n_estimators': 320, 'num_leaves': 138, 'objective': 'huber', 'reg_alpha': np.float64(0.09505304553269278), 'reg_lambda': np.float64(0.826746768026247), 'subsample': np.float64(0.6190565029746026), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.6813993793345574)}",-2.0789137848531403,297
"{'alpha': np.float64(0.7473228208388405), 'colsample_bytree': np.float64(0.8759115396992485), 'learning_rate': np.float64(0.007695604705698245), 'max_depth': 11, 'min_child_samples': 58, 'n_estimators': 268, 'num_leaves': 29, 'objective': 'huber', 'reg_alpha': np.float64(0.43037474969079326), 'reg_lambda': np.float64(0.6957974776554449), 'subsample': np.float64(0.7832088846673035), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.1736762025863219)}",-2.0945587112787782,298
"{'alpha': np.float64(0.7803007141185501), 'colsample_bytree': np.float64(0.6341389859975072), 'learning_rate': np.float64(0.005837265859632771), 'max_depth': 8, 'min_child_samples': 113, 'n_estimators': 96, 'num_leaves': 108, 'objective': 'tweedie', 'reg_alpha': np.float64(0.1327454222429698), 'reg_lambda': np.float64(0.969536867114159), 'subsample': np.float64(0.8858380416719809), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.1328540134143008)}",-2.1047945653316846,299
"{'alpha': np.float64(0.7490170353873973), 'colsample_bytree': np.float64(0.801252989020616), 'learning_rate': np.float64(0.008936998206376324), 'max_depth': 10, 'min_child_samples': 24, 'n_estimators': 136, 'num_leaves': 85, 'objective': 'huber', 'reg_alpha': np.float64(0.41451606481679226), 'reg_lambda': np.float64(0.013251033503910548), 'subsample': np.float64(0.7183771555434626), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.4673513869860495)}",-2.1750980450753388,300
