,disk_capacity,vm_cpu,vm_memory,recent_history_bandwidth_memory,disk_if_VIP,ins_type,disk_type,volume_type,business_type
2812,300,16.0,64.0,,1,CVM,data,cbsPremium,data-collection-delivery
17017,1000,96.0,384.0,,1,CVM,data,cbsPremium,infra-node
4707,1000,4.0,4.0,0.8774801587301587,0,CVM,data,cbsPremium,generic-unknown
409,10,48.0,384.0,,1,CVM,data,cbsPremium,infra-node
10560,100,16.0,128.0,9954.965773809525,0,CVM,root,cbsPremium,generic-unknown
1282,90,2.0,8.0,1560.3234126984128,0,CVM,data,cbsPremium,infra-message-queue
4977,100,4.0,8.0,84.94742063492063,1,CVM,data,cbsssd,infra-logging-monitoring
6258,300,24.0,48.0,2510.340773809524,1,CVM,data,cbsPremium,infra-message-queue
16333,500,8.0,16.0,,1,CVM,data,cbsssd,travel-hospitality
7907,300,24.0,48.0,1654.7996031746031,1,CVM,data,cbsPremium,infra-message-queue
6599,50,16.0,64.0,6075.283730158731,0,CVM,root,cbsPremium,generic-unknown
20053,50,4.0,16.0,,1,CVM,root,cbsssd,infra-message-queue
2252,50,4.0,8.0,3698.404265873016,1,CVM,data,cbsPremium,generic-unknown
19658,50,2.0,8.0,,0,CVM,root,cbsPremium,generic-unknown
2789,50,4.0,8.0,,1,CVM,data,cbsHSSD,generic-unknown
2085,50,4.0,16.0,,0,CVM,root,cbsPremium,infra-database
11250,100,8.0,32.0,7481.605158730159,1,CVM,root,cbsPremium,compute-simulation
8608,100,2.0,4.0,,1,CVM,root,cbsPremium,ai-machine-learning
12864,100,2.0,4.0,15258.878968253968,1,CVM,root,cbsPremium,game-service
6580,1020,32.0,128.0,2909.3864087301586,1,CVM,data,cbsPremium,dev-test-env
3689,1000,16.0,64.0,10656.809027777776,1,CVM,data,cbsPremium,compute-simulation
13813,300,4.0,16.0,,1,CVM,root,cbsBSSD,dev-test-env
9478,200,8.0,40.0,,1,CVM,root,cbsssd,infra-node
7300,50,32.0,128.0,12334.132936507936,1,CVM,root,cbsPremium,game-service
19580,1000,32.0,64.0,,1,CVM,data,cbsBSSD,dev-test-env
7821,100,4.0,8.0,,1,CVM,data,cbsPremium,infra-node
23152,100,8.0,16.0,,1,CVM,root,cbsssd,dev-test-env
12053,50,2.0,16.0,15780.984623015873,1,CVM,root,cbsPremium,generic-unknown
7167,500,24.0,48.0,902.439484126984,1,CVM,data,cbsPremium,infra-message-queue
9887,50,32.0,128.0,951697.8095238096,1,CVM,root,cbsPremium,compute-simulation
23456,100,32.0,128.0,620533.1468253968,1,CVM,root,cbsPremium,data-collection-delivery
23422,70,2.0,8.0,4545.280257936508,0,CVM,data,cbsPremium,infra-message-queue
5934,100,4.0,16.0,31562.83184523809,0,CVM,data,cbsPremium,generic-autoscaling
1035,90,2.0,8.0,729.1185515873016,0,CVM,data,cbsPremium,infra-message-queue
6906,500,4.0,8.0,319.85515873015873,1,CVM,data,cbsssd,infra-message-queue
3571,50,4.0,8.0,1622.5059523809523,1,CVM,root,cbsBSSD,dev-test-env
6069,60,2.0,4.0,5033.153273809524,1,CVM,root,cbsPremium,infra-jumpbox
2885,20,8.0,64.0,,1,CVM,data,cbsHSSD,infra-node
22083,1000,32.0,128.0,,1,CVM,data,cbsPremium,iot-saas-platform
15098,50,2.0,4.0,,1,CVM,root,cbsPremium,ecommerce-retail
6029,50,8.0,16.0,7283.268849206349,1,CVM,root,cbsBSSD,dev-test-env
9197,90,2.0,8.0,44105.65972222222,0,CVM,data,cbsPremium,infra-message-queue
6557,1020,32.0,128.0,118915.29712301587,1,CVM,data,cbsPremium,dev-test-env
16717,50,2.0,4.0,5744.324404761905,1,CVM,root,cbsPremium,infra-logging-monitoring
11264,50,32.0,128.0,785864.5481150794,1,CVM,root,cbsssd,infra-node
23235,100,2.0,4.0,25084.32837301588,1,CVM,root,cbsPremium,dev-test-env
15555,100,4.0,8.0,10181.669642857143,1,CVM,root,cbsPremium,ecommerce-retail
17038,50,4.0,8.0,1731.576884920635,1,CVM,root,cbsPremium,infra-database
20025,100,8.0,16.0,,1,CVM,root,cbsssd,infra-message-queue
15190,50,16.0,128.0,372440.2991071429,1,CVM,root,cbsPremium,ai-machine-learning
14015,100,84.0,256.0,,1,CVM,data,cbsPremium,infra-coordination
1084,500,2.0,4.0,,1,CVM,data,cbsPremium,generic-unknown
21139,100,8.0,16.0,14208.609126984127,1,CVM,data,cbsPremium,generic-unknown
15359,500,4.0,4.0,332.9325396825397,0,CVM,data,cbsPremium,infra-node
3077,150,8.0,16.0,615.3477182539683,0,CVM,data,cbsPremium,media-video-streaming
5174,100,16.0,64.0,2656923.584325397,0,CVM,root,cbsPremium,infra-node
7256,50,8.0,16.0,,1,CVM,root,cbsPremium,media-video-streaming
10019,60,2.0,4.0,2004.183531746032,1,CVM,root,cbsPremium,infra-jumpbox
22000,150,8.0,32.0,,1,CVM,root,cbsPremium,game-service
13164,100,2.0,4.0,,1,CVM,root,cbsPremium,generic-unknown
3794,100,2.0,2.0,,1,CVM,data,cbsPremium,dev-test-env
8670,80,4.0,8.0,8794.53373015873,1,CVM,root,cbsBSSD,generic-unknown
21773,50,32.0,128.0,1573727.490079365,0,CVM,data,cbsHSSD,infra-database
16651,50,2.0,8.0,,1,CVM,root,cbsPremium,dev-test-env
21797,200,20.0,80.0,427066.10615079367,0,CVM,root,cbsBSSD,dev-test-env
15559,100,2.0,4.0,326.5600198412698,1,CVM,root,cbsPremium,data-collection-delivery
6134,90,2.0,8.0,692.1314484126984,0,CVM,data,cbsPremium,infra-message-queue
15926,2000,8.0,64.0,,1,CVM,data,cbsPremium,infra-logging-monitoring
17609,200,2.0,8.0,6712.751984126984,1,CVM,root,cbsPremium,media-video-streaming
11752,50,8.0,16.0,23688.79117063492,1,CVM,root,cbsPremium,infra-node
22858,50,32.0,128.0,,1,CVM,root,cbsPremium,dev-test-env
14620,80,8.0,32.0,,1,CVM,root,cbsPremium,infra-node
20649,100,4.0,8.0,,1,CVM,root,cbsPremium,dev-test-env
14265,50,16.0,32.0,8333.306547619048,1,CVM,root,cbsPremium,infra-node
8544,50,4.0,16.0,32.00396825396825,1,CVM,data,cbsBSSD,infra-node
9217,110,2.0,8.0,1972.15625,0,CVM,data,cbsPremium,infra-message-queue
22058,500,96.0,192.0,,1,CVM,root,cbsBSSD,infra-node
5610,200,4.0,8.0,,1,CVM,root,cbsssd,iot-saas-platform
1453,500,8.0,32.0,,1,CVM,data,cbsPremium,dev-test-env
8821,200,32.0,128.0,,1,CVM,root,cbsPremium,infra-node
5183,100,32.0,128.0,43134.81051587302,1,CVM,root,cbsBSSD,infra-node
17859,300,8.0,32.0,,1,CVM,data,cbsHSSD,infra-database
5332,200,8.0,16.0,,1,CVM,data,cbsPremium,infra-node
5436,90,2.0,8.0,59020.97668650794,0,CVM,data,cbsPremium,infra-message-queue
8196,300,2.0,8.0,435.0679563492063,1,CVM,root,cbsPremium,education-learning
10667,50,4.0,8.0,477.0292658730159,1,CVM,root,cbsPremium,game-service
668,50,8.0,32.0,,1,CVM,data,cbsPremium,generic-unknown
21517,200,8.0,32.0,43603.1378968254,1,CVM,root,cbsBSSD,infra-node
15624,50,16.0,64.0,152850.95932539683,1,CVM,root,cbsssd,infra-logging-monitoring
4391,90,2.0,8.0,1012.561011904762,0,CVM,data,cbsPremium,infra-message-queue
15746,110,4.0,8.0,,1,CVM,data,cbsPremium,data-collection-delivery
8229,50,32.0,128.0,7425.825396825397,1,CVM,root,cbsPremium,dev-test-env
13880,1000,80.0,320.0,,0,CVM,data,cbsPremium,infra-node
8094,100,4.0,8.0,4.214781746031746,1,CVM,root,cbsssd,infra-coordination
5018,50,16.0,64.0,11251.381944444443,0,CVM,root,cbsPremium,generic-unknown
6959,20,4.0,8.0,2517.49751984127,1,CVM,data,cbsPremium,infra-database
10505,50,8.0,32.0,195881.52926587305,1,CVM,root,cbsssd,infra-logging-monitoring
12973,500,4.0,8.0,,1,CVM,root,cbsPremium,iot-saas-platform
14059,100,48.0,96.0,3650.5228174603176,1,CVM,root,cbsPremium,infra-node
2393,500,8.0,16.0,36826.34424603175,1,CVM,data,cbsPremium,dev-test-env
22648,250,16.0,32.0,,0,CVM,data,cbsssd,infra-message-queue
10648,400,32.0,64.0,242958.3864087301,1,CVM,data,cbsPremium,data-collection-delivery
15625,50,48.0,96.0,,1,CVM,root,cbsssd,infra-node
20001,100,4.0,8.0,,1,CVM,root,cbsPremium,finance-payment
6703,500,48.0,128.0,,1,CVM,data,cbsPremium,generic-unknown
17790,100,4.0,16.0,,1,CVM,root,cbsPremium,generic-unknown
3884,1000,2.0,8.0,,1,CVM,data,cbsPremium,dev-test-env
15806,50,32.0,128.0,358991.53125,1,CVM,root,cbsPremium,game-service
4639,500,4.0,8.0,1330.0233134920634,0,CVM,data,cbsPremium,data-collection-delivery
12858,50,32.0,64.0,419164.4836309524,1,CVM,root,cbsPremium,ai-machine-learning
3840,20,4.0,16.0,140.3635912698413,0,CVM,data,cbsHSSD,infra-database
457,100,4.0,8.0,,1,CVM,data,cbsPremium,dev-test-env
1106,1020,16.0,32.0,1184.6949404761904,1,CVM,data,cbsPremium,infra-node
10443,80,4.0,8.0,9453.215277777776,1,CVM,root,cbsBSSD,infra-coordination
5053,50,32.0,64.0,7897.982142857143,0,CVM,root,cbsPremium,infra-message-queue
8316,6600,84.0,320.0,177.25396825396825,1,CVM,data,cbsPremium,infra-node
5716,90,2.0,8.0,4826.581349206349,0,CVM,data,cbsPremium,infra-message-queue
15729,50,16.0,32.0,8129.829365079365,1,CVM,root,cbsPremium,infra-node
14360,50,32.0,128.0,175380.20535714287,1,CVM,root,cbsPremium,compute-simulation
2334,10,16.0,64.0,6562.601686507936,1,CVM,data,cbsPremium,infra-node
10924,50,4.0,16.0,8059.018849206349,0,CVM,root,cbsPremium,infra-database
20614,60,2.0,4.0,1772.0734126984128,1,CVM,root,cbsPremium,infra-jumpbox
2830,90,4.0,8.0,,0,CVM,data,cbsPremium,generic-unknown
17269,300,16.0,32.0,127187.33878968254,1,CVM,data,cbsPremium,infra-node
21793,100,8.0,40.0,,1,CVM,root,cbsPremium,infra-node
22576,300,16.0,128.0,82781.68799603175,1,CVM,root,cbsssd,infra-node
2559,100,4.0,8.0,,0,CVM,data,cbsPremium,generic-unknown
21858,50,4.0,16.0,145.31845238095238,1,CVM,root,cbsPremium,dev-test-env
9989,200,32.0,64.0,,1,CVM,root,cbsPremium,data-collection-delivery
9710,250,8.0,32.0,,1,CVM,data,cbsPremium,infra-node
12644,100,4.0,8.0,10246.196924603177,0,CVM,root,cbsPremium,infra-node
10349,50,4.0,8.0,1217.874007936508,0,CVM,root,cbsPremium,infra-coordination
17309,50,2.0,4.0,509.41021825396825,1,CVM,root,cbsPremium,office-system
15243,500,48.0,96.0,208538.0580357143,1,CVM,data,cbsPremium,infra-node
12810,200,4.0,8.0,558.1765873015873,1,CVM,data,cbsssd,compute-simulation
15102,50,32.0,64.0,99.9186507936508,0,CVM,root,cbsPremium,infra-message-queue
10254,100,16.0,32.0,10700.623015873016,1,CVM,root,cbsBSSD,infra-node
6234,90,2.0,8.0,788.7132936507936,0,CVM,data,cbsPremium,infra-message-queue
4226,1250,2.0,8.0,,0,CVM,data,cbsPremium,infra-message-queue
17333,50,32.0,128.0,990016.3179563492,1,CVM,root,cbsssd,infra-database
16553,100,2.0,4.0,23723.849206349205,1,CVM,root,cbsPremium,generic-unknown
21760,50,4.0,8.0,516.8353174603175,1,CVM,root,cbsPremium,game-service
15655,50,2.0,8.0,2786.773313492064,1,CVM,root,cbsssd,infra-database
4851,1501,8.0,32.0,,1,CVM,data,cbsHSSD,infra-logging-monitoring
13172,100,4.0,8.0,9210.609623015873,1,CVM,root,cbsssd,corp-website-portal
15981,500,8.0,32.0,6012.144841269841,1,CVM,data,cbsHSSD,media-video-streaming
16142,50,16.0,32.0,8131.710317460317,1,CVM,root,cbsPremium,infra-node
14311,50,4.0,16.0,1627.6661706349207,0,CVM,root,cbsPremium,infra-database
8008,50,16.0,32.0,2921303.571428572,1,CVM,root,cbsssd,infra-node
5762,200,84.0,320.0,183.2266865079365,1,CVM,data,cbsPremium,infra-node
17219,50,4.0,8.0,466.9201388888889,1,CVM,root,cbsPremium,game-service
22661,420,16.0,32.0,1325148.347718254,0,CVM,data,cbsssd,infra-message-queue
4574,50,16.0,64.0,14591.138888888889,0,CVM,root,cbsPremium,generic-unknown
15621,100,4.0,8.0,453.3229166666667,1,CVM,data,cbsPremium,game-service
7339,50,32.0,128.0,15232.525793650791,0,CVM,root,cbsPremium,infra-node
3798,50,4.0,16.0,,1,CVM,data,cbsPremium,finance-payment
17440,60,2.0,4.0,1.953373015873016,0,CVM,data,cbsPremium,infra-node
22803,60,2.0,4.0,2461.705853174604,1,CVM,root,cbsPremium,infra-jumpbox
14935,50,16.0,32.0,,1,CVM,root,cbsPremium,game-service
10664,50,8.0,32.0,31.60019841269841,1,CVM,data,cbsPremium,generic-unknown
18015,50,8.0,16.0,323321.17212301586,0,CVM,root,cbsPremium,office-system
2602,200,2.0,8.0,1020.185515873016,1,CVM,data,cbsssd,compute-simulation
17783,50,4.0,8.0,6831.518849206349,1,CVM,root,cbsPremium,game-service
22271,100,8.0,32.0,9243.92857142857,1,CVM,root,cbsBSSD,ai-machine-learning
16580,50,2.0,4.0,9371.19494047619,1,CVM,root,cbsPremium,infra-node
5685,500,48.0,96.0,1876.468253968254,1,CVM,data,cbsPremium,infra-node
13702,100,80.0,320.0,,1,CVM,root,cbsPremium,infra-node
6463,100,16.0,32.0,,1,CVM,data,cbsssd,infra-logging-monitoring
3507,10,2.0,4.0,13.810019841269842,0,CVM,data,cbsPremium,infra-node
21386,50,4.0,4.0,,1,CVM,root,cbsBSSD,dev-test-env
16635,50,32.0,128.0,,1,CVM,root,cbsPremium,compute-simulation
7712,50,8.0,16.0,,1,CVM,root,cbsBSSD,dev-test-env
5811,50,16.0,64.0,12221.452380952382,0,CVM,root,cbsssd,infra-coordination
22159,50,16.0,32.0,8762.312003968254,1,CVM,root,cbsPremium,data-collection-delivery
21091,100,32.0,128.0,,1,CVM,root,cbsPremium,game-service
16547,1370,16.0,64.0,7429.202876984127,0,CVM,data,cbsPremium,infra-node
19884,50,8.0,16.0,15752.013392857143,0,CVM,root,cbsPremium,media-video-streaming
7732,200,2.0,4.0,7992.727678571428,1,CVM,root,cbsPremium,iot-saas-platform
16444,20,2.0,2.0,924.9781746031746,0,CVM,data,cbsPremium,infra-node
19057,250,8.0,32.0,27026.49900793651,1,CVM,root,cbsssd,infra-node
18420,100,4.0,8.0,4800.673115079365,1,CVM,root,cbsPremium,dev-test-env
23110,590,2.0,8.0,44764.212797619046,0,CVM,data,cbsPremium,infra-message-queue
18633,50,2.0,4.0,,1,CVM,root,cbsPremium,infra-jumpbox
7481,50,2.0,4.0,0.2425595238095238,1,CVM,data,cbsPremium,generic-unknown
14395,100,16.0,64.0,1931068.9131944445,1,CVM,root,cbsssd,compute-simulation
3486,90,2.0,8.0,2899.747023809524,0,CVM,data,cbsPremium,infra-message-queue
20870,50,32.0,128.0,,0,CVM,data,cbsHSSD,infra-database
22223,300,4.0,16.0,,1,CVM,data,cbsBSSD,infra-node
18561,100,32.0,128.0,2424.907242063492,0,CVM,data,cbsHSSD,infra-database
13812,300,4.0,16.0,,1,CVM,root,cbsBSSD,dev-test-env
9002,50,8.0,32.0,,1,CVM,root,cbsssd,dev-test-env
20316,50,32.0,128.0,60843.931547619046,1,CVM,root,cbsPremium,compute-simulation
16822,50,4.0,8.0,,1,CVM,root,cbsPremium,infra-message-queue
13577,50,8.0,16.0,15468.683035714286,0,CVM,root,cbsPremium,infra-logging-monitoring
11291,50,8.0,32.0,8740.68998015873,0,CVM,root,cbsPremium,infra-node
15593,100,4.0,8.0,443.8169642857143,1,CVM,data,cbsPremium,game-service
8195,20,16.0,64.0,,1,CVM,data,cbsPremium,infra-node
9544,60,16.0,64.0,4605.441468253968,1,CVM,root,cbsPremium,generic-unknown
4461,100,8.0,32.0,,1,CVM,root,cbsPremium,media-video-streaming
18583,200,2.0,2.0,9743.718253968254,1,CVM,root,cbsPremium,dev-test-env
21241,50,32.0,128.0,,0,CVM,root,cbsPremium,infra-database
23449,500,8.0,32.0,32267.072916666668,1,CVM,data,cbsHSSD,dev-test-env
18876,200,8.0,32.0,,1,CVM,data,cbsHSSD,media-video-streaming
4037,300,8.0,16.0,558.9786706349206,0,CVM,data,cbsPremium,office-system
14499,1000,4.0,4.0,326.39930555555554,0,CVM,data,cbsPremium,generic-unknown
13144,50,4.0,8.0,7155.787202380952,1,CVM,root,cbsPremium,game-service
16693,50,16.0,128.0,612964.5327380953,1,CVM,root,cbsPremium,ai-machine-learning
9507,50,16.0,64.0,2892.5828373015875,1,CVM,root,cbsssd,compute-simulation
2734,10,4.0,16.0,,0,CVM,data,cbsPremium,infra-node
22743,20,16.0,64.0,,1,CVM,data,cbsPremium,infra-node
7330,70,2.0,8.0,15363.974206349209,0,CVM,data,cbsssd,infra-message-queue
12148,200,16.0,64.0,113778.55853174604,1,CVM,root,cbsssd,dev-test-env
7571,200,4.0,16.0,,1,CVM,data,cbsPremium,media-video-streaming
8854,50,4.0,8.0,303.6681547619048,1,CVM,data,cbsPremium,generic-unknown
19763,50,4.0,8.0,,1,CVM,root,cbsPremium,infra-node
13367,50,16.0,64.0,30649.34672619048,0,CVM,root,cbsPremium,infra-database
